197.0136175775462,102.08072914829397,0,0,0,0,0,0,0,0,0,0,0,0,
102.08072914829397,51.736249168982475,7.170747299376509,0,0,0,0,0,0,0,0,0,0,0,
0,7.170747299376509,0.3579482309459636,6.185738589213319,0,0,0,0,0,0,0,0,0,0,
0,0,6.185738589213319,-0.06433118978146464,6.801438311267099,0,0,0,0,0,0,0,0,0,
0,0,0,6.801438311267099,0.23363098092956736,6.376144878635588,0,0,0,0,0,0,0,0,
0,0,0,0,6.376144878635588,-0.3372157624486942,6.2114828275071865,0,0,0,0,0,0,0,
0,0,0,0,0,6.2114828275071865,0.39883856386994926,6.5343305588435685,0,0,0,0,0,0,
0,0,0,0,0,0,6.5343305588435685,-0.2693015645768533,6.282921577956722,0,0,0,0,0,
0,0,0,0,0,0,0,6.282921577956722,1.112138775601361,6.45674644683813,0,0,0,0,
0,0,0,0,0,0,0,0,6.45674644683813,0.0835199548449218,6.331436768513138,0,0,0,
0,0,0,0,0,0,0,0,0,6.331436768513138,4.400904482349535,33.13932085646057,0,0,
0,0,0,0,0,0,0,0,0,0,33.13932085646057,235.95037326422707,47.25510731944952,0,
0,0,0,0,0,0,0,0,0,0,0,47.25510731944952,8.780560531282545,6.487434869680032,
0,0,0,0,0,0,0,0,0,0,0,0,6.487434869680032,0.7215551957105653,
0,0,0,0,0,0,0,0,0,0,0,0,0,6.019775788542177,
