16.47990923196684,1115.5696833337736,42629.87689806488,1628748.0671072965,62228873.32362426,2377554027.278245,90838268406.97673,3470621855185.3965,132600678871332.64,5066221781244683,193563135236109200,7395390281004846000,282552756451623670000,10795381601897400000000,412454882387735200000000,15758500836652259000000000,602078819339378600000000000,23003387724165615000000000000,878881352061016000000000000000,
0,41.53505904230038,24041.735872244444,918552.8523448552,35094881.423374414,1340856222.635119,51229563686.96098,1957307710621.8516,74782082872039.42,2857169513146053.5,109162747456683330,4170737989980365000,159349739598372500000,6088212582778104000000,232609934264845160000000,8887235914158229000000000,339551113513386700000000000,12973095324779750000000000000,495657930743870100000000000000,
0,0,108.40968717996783,60851.326060829444,2324901.8323041373,88826926.74005355,3393775149.6178274,129664625693.84415,4954045156037.069,189277247207915.1,7231641049365060,276296454213500030,10556349532539818000,403322278493821340000,15409575045618060000000,588747549412083760000000,22494045157805970000000000,859421101738229000000000000,32835562698096520000000000000,
0,0,0,242.81599678584857,159154.28950041003,6080922.038121289,232332330.3985505,8876629236.986095,339145866843.0731,12957612227034.297,495066374154724.1,18914805484122870,722670504761933600,27610786634377200000,1054914423026360000000,40304698835472490000000,1539905714396954600000000,58834569609671360000000000,2247869170685437500000000000,
0,0,0,0,632.4296705639092,355729.27248538425,13591339.371573657,519279632.7399521,19839907684.813385,758015511007.4121,28961199311547.188,1106509107000920,42275956554333820,1615220779725566000,61712102573080050000,2357809936446425000000,90083913278150650000000,3441800505654581000000000,131499512950351500000000000,
0,0,0,0,0,1735.5452076702786,924889.5828056931,35339151.53558159,1350187280.932495,51586068887.95703,1970928553751.125,75302488998632,2877052464860672,109922407541432320,4199762022911181000,160458649364861030000,6130580260372288000000,234228659393725050000000,8949081906003872000000000,
0,0,0,0,0,0,4233.618684914259,2575439.26971817,98410409.42041016,3759937086.25,143654450374,5488548907168,209698820985344,8011880056242176,306106737907204100,11695299270197380000,446837681460495800000,17072150862878642000000,652268927279701600000000,
0,0,0,0,0,0,0,12884.893793979581,6050190.246337891,231192332.453125,8833101175,337482957008,12894078181376,492638955339776,18822062054309890,719127092351991800,27475404881670440000,1049741945529075500000,40107076007032290000000,
0,0,0,0,0,0,0,0,5178855.852453635,216924002.93359375,8288032472.25,316657749600,12098417932800,462239478161408,17660601233571840,674751618352152600,25779968609064320000,984965083345843100000,37632172000871320000000,
0,0,0,0,0,0,0,0,0,438269759.63045084,-9184352616.375,-350903098372,-13406816461312,-512228944199680,-19570528999964670,-747723474285363200,-28567975520173556000,-1091485362905220600000,-41701950254977225000000,
0,0,0,0,0,0,0,0,0,0,25785178105.78056,-345397840044,-13196479220992,-504192672186368,-19263490329935870,-735992568965234700,-28119777453384140000,-1074361235473235400000,-41047695484344640000000,
0,0,0,0,0,0,0,0,0,0,0,1332295541248.78,-13262697785344,-506722658410496,-19360152522326016,-739685703616561200,-28260879579631060000,-1079752269403743300000,-41253668555583890000000,
0,0,0,0,0,0,0,0,0,0,0,0,64103655324569.734,-504371685146624,-19270329826017280,-736253882895695900,-28129761339476280000,-1074742687392992300000,-41062269480734240000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,2965165648284444,-19713943273734144,-753202847373328400,-28777323767831460000,-1099483846845197700000,-42007545206171775000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,133217944317616580,-761420627008553000,-29091297231988850000,-1111479707339197500000,-42465866301596990000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5824679724164628000,-28077053094408487000,-1072728882282798000000,-40985328862098870000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250877945545566550000,-1082649393894808100000,-41364357899132300000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10659961037551722000000,-41063176191898570000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448475321497570600000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
