16.47990923196684,1115.5696833337736,42629.87689806488,1628748.0671072965,62228873.32362426,2377554027.278245,90838268406.97673,3470621855185.3965,132600678871332.64,5066221781244683,193563135236109200,7395390281004846000,282552756451623670000,10795381601897400000000,412454882387735200000000,15758500836652259000000000,602078819339378600000000000,23003387724165615000000000000,878881352061016000000000000000,33579072798444410000000000000000,1282942375963563800000000000000000,49016872798205560000000000000000000,1872768305054179200000000000000000000,71552119182599060000000000000000000000,2733763565788639500000000000000000000000,104447825151919620000000000000000000000000,3990596815134167600000000000000000000000000,152467156858423930000000000000000000000000000,5825252461569381000000000000000000000000000000,222563120741667270000000000000000000000000000000,8503381276787604000000000000000000000000000000000,324885330945509600000000000000000000000000000000000,12412765560883800000000000000000000000000000000000000,474249632696728400000000000000000000000000000000000000,18119468462511402000000000000000000000000000000000000000,692283377210110100000000000000000000000000000000000000000,26449797650135344000000000000000000000000000000000000000000,1010556975313271000000000000000000000000000000000000000000000,38609951344904970000000000000000000000000000000000000000000000,
0,41.53505904230038,24041.735872244444,918552.8523448552,35094881.423374414,1340856222.635119,51229563686.96098,1957307710621.8516,74782082872039.42,2857169513146053.5,109162747456683330,4170737989980365000,159349739598372500000,6088212582778104000000,232609934264845160000000,8887235914158229000000000,339551113513386700000000000,12973095324779750000000000000,495657930743870100000000000000,18937406853091640000000000000000,723534026342132300000000000000000,27643778862436652000000000000000000,1056174944057085200000000000000000000,40352859064784943000000000000000000000,1541745753262620000000000000000000000000,58904871248086150000000000000000000000000,2250555157626282000000000000000000000000000,85986072292498610000000000000000000000000000,3285235913119775000000000000000000000000000000,125517711381654500000000000000000000000000000000,4795605639026122000000000000000000000000000000000,183223811141130100000000000000000000000000000000000,7000359807713048000000000000000000000000000000000000,267459983133401800000000000000000000000000000000000000,10218737970997144000000000000000000000000000000000000000,390423286865368700000000000000000000000000000000000000000,14916748365540473000000000000000000000000000000000000000000,569918315035299500000000000000000000000000000000000000000000,21774644034555068000000000000000000000000000000000000000000000,
0,0,108.40968717996783,60851.326060829444,2324901.8323041373,88826926.74005355,3393775149.6178274,129664625693.84415,4954045156037.069,189277247207915.1,7231641049365060,276296454213500030,10556349532539818000,403322278493821340000,15409575045618060000000,588747549412083760000000,22494045157805970000000000,859421101738229000000000000,32835562698096520000000000000,1254535379128990800000000000000,47931537886438000000000000000000,1831301342616676000000000000000000,69967807321670480000000000000000000,2673232388071871700000000000000000000,102135134345179360000000000000000000000,3902236750629763000000000000000000000000,149091218762217120000000000000000000000000,5696269327691598000000000000000000000000000,217635113073627630000000000000000000000000000,8315098833601928000000000000000000000000000000,317691697980633700000000000000000000000000000000,12137921266547124000000000000000000000000000000000,463748765263228100000000000000000000000000000000000,17718265966668915000000000000000000000000000000000000,676954791863272200000000000000000000000000000000000000,25864144442166316000000000000000000000000000000000000000,988181154437201200000000000000000000000000000000000000000,37755047191619134000000000000000000000000000000000000000000,1442492180751225500000000000000000000000000000000000000000000,
0,0,0,242.81599678584857,159154.28950041003,6080922.038121289,232332330.3985505,8876629236.986095,339145866843.0731,12957612227034.297,495066374154724.1,18914805484122870,722670504761933600,27610786634377200000,1054914423026360000000,40304698835472490000000,1539905714396954600000000,58834569609671360000000000,2247869170685437500000000000,85883449849989840000000000000,3281315057978608000000000000000,125367908817399080000000000000000,4789882191602054000000000000000000,183005137645254330000000000000000000,6992005035797800000000000000000000000,267140775661653660000000000000000000000,10206542137160473000000000000000000000000,389957325457416600000000000000000000000000,14898945562008594000000000000000000000000000,569238130350037600000000000000000000000000000,21748656486851575000000000000000000000000000000,830942331098235300000000000000000000000000000000,31747485552884550000000000000000000000000000000000,1212963645261019500000000000000000000000000000000000,46343223064834860000000000000000000000000000000000000,1770617225361901200000000000000000000000000000000000000,67649273214389380000000000000000000000000000000000000000,2584649070890838700000000000000000000000000000000000000000,98750666522106010000000000000000000000000000000000000000000,
0,0,0,0,632.4296705639092,355729.27248538425,13591339.371573657,519279632.7399521,19839907684.813385,758015511007.4121,28961199311547.188,1106509107000920,42275956554333820,1615220779725566000,61712102573080050000,2357809936446425000000,90083913278150650000000,3441800505654581000000000,131499512950351500000000000,5024149969688020000000000000,191955714143729340000000000000,7333976178008444000000000000000,280206332067214600000000000000000,10705732691917960000000000000000000,409029701881274200000000000000000000,15627636317445525000000000000000000000,597078930324957650000000000000000000000,22812358938772660000000000000000000000000,871582790683664800000000000000000000000000,33300219545671373000000000000000000000000000,1272288339837704700000000000000000000000000000,48609818246616950000000000000000000000000000000,1857216132524052000000000000000000000000000000000,70957923467439430000000000000000000000000000000000,2711061364712538300000000000000000000000000000000000,103580451119242630000000000000000000000000000000000000,3957457397942311000000000000000000000000000000000000000,151201012230563060000000000000000000000000000000000000000,5776877373702320000000000000000000000000000000000000000000,
0,0,0,0,0,1735.5452076702786,924889.5828056931,35339151.53558159,1350187280.932495,51586068887.95703,1970928553751.125,75302488998632,2877052464860672,109922407541432320,4199762022911181000,160458649364861030000,6130580260372288000000,234228659393725050000000,8949081906003872000000000,341914038903689000000000000,13063374682136925000000000000,499107198502793700000000000000,19069191664500348000000000000000,728569076593287300000000000000000,27836151039668186000000000000000000,1063524831875189500000000000000000000,40633673326430013000000000000000000000,1552474712888070600000000000000000000000,59314788372490530000000000000000000000000,2266216699337527000000000000000000000000000,86584446632344920000000000000000000000000000,3308097765289833000000000000000000000000000000,126391185140437700000000000000000000000000000000,4828978106016075600000000000000000000000000000000,184498859811513680000000000000000000000000000000000,7049075088806368000000000000000000000000000000000000,269321228642480600000000000000000000000000000000000000,10289849843294821000000000000000000000000000000000000000,393140230091415800000000000000000000000000000000000000000,
0,0,0,0,0,0,4233.618684914259,2575439.26971817,98410409.42041016,3759937086.25,143654450374,5488548907168,209698820985344,8011880056242176,306106737907204100,11695299270197380000,446837681460495800000,17072150862878642000000,652268927279701600000000,24920981357662544000000000,952146095003664500000000000,36378269901830000000000000000,1389890194531636000000000000000,53102985872101965000000000000000,2028884813874960000000000000000000,77516800992950570000000000000000000,2961653808551938700000000000000000000,113154737671146360000000000000000000000,4323258383730220000000000000000000000000,165177026076281380000000000000000000000000,6310853416488204000000000000000000000000000,241116284699024920000000000000000000000000000,9212234686659346000000000000000000000000000000,351968213252779300000000000000000000000000000000,13447510552489920000000000000000000000000000000000,513783726058676560000000000000000000000000000000000,19629931958538595000000000000000000000000000000000000,749993059540155200000000000000000000000000000000000000,28654688697178910000000000000000000000000000000000000000,
0,0,0,0,0,0,0,12884.893793979581,6050190.246337891,231192332.453125,8833101175,337482957008,12894078181376,492638955339776,18822062054309890,719127092351991800,27475404881670440000,1049741945529075500000,40107076007032290000000,1532355218205498200000000,58546090691503736000000000,2236847375813042300000000000,85462344433034080000000000000,3265226049016546600000000000000,124753202347718380000000000000000,4766396342186089500000000000000000,182107823101745200000000000000000000,6957721697693982000000000000000000000,265830925645723600000000000000000000000,10156497204986086000000000000000000000000,388045279554368860000000000000000000000000,14825892748313218000000000000000000000000000,566447030526387300000000000000000000000000000,21642018032416778000000000000000000000000000000,826868038897912800000000000000000000000000000000,31591820673933856000000000000000000000000000000000,1207016217534253300000000000000000000000000000000000,46115992063483585000000000000000000000000000000000000,1761935500346551000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,5178855.852453635,216924002.93359375,8288032472.25,316657749600,12098417932800,462239478161408,17660601233571840,674751618352152600,25779968609064320000,984965083345843100000,37632172000871320000000,1437797536899212400000000,54933362746499890000000000,2098817305168687000000000000,80188684068895260000000000000,3063737386307820400000000000000,117055004704832190000000000000000,4472274339919742400000000000000000,170870419974862670000000000000000000,6528378669268938000000000000000000000,249427186054070450000000000000000000000,9529766016568928000000000000000000000000,364100008180186850000000000000000000000000,13911025217300506000000000000000000000000000,531493048406638600000000000000000000000000000,20306545064972820000000000000000000000000000000,775844149165441000000000000000000000000000000000,29642371065437660000000000000000000000000000000000,1132534367028077300000000000000000000000000000000000,43270293416781610000000000000000000000000000000000000,1653211015562427000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,438269759.63045084,-9184352616.375,-350903098372,-13406816461312,-512228944199680,-19570528999964670,-747723474285363200,-28567975520173556000,-1091485362905220600000,-41701950254977225000000,-1593289947192887700000000,-60874199847430020000000000,-2325796520416976200000000000,-88860789356182630000000000000,-3395069093397535500000000000000,-129714064221652600000000000000000,-4955934031108833000000000000000000,-189349414837692700000000000000000000,-7234398335476433000000000000000000000,-276401800554123900000000000000000000000,-10560374453834840000000000000000000000000,-403476058242266460000000000000000000000000,-15415450426441152000000000000000000000000000,-588972028212013150000000000000000000000000000,-22502621710691974000000000000000000000000000000,-859748783601588000000000000000000000000000000000,-32848082273631883000000000000000000000000000000000,-1255013710360086300000000000000000000000000000000000,-47949813284139620000000000000000000000000000000000000,-1831999582048842700000000000000000000000000000000000000,
