14.86164046314333,1122.736331627249,42033.8978778182,1574049.984493167,58944206.62031078,2207310993.844627,82658193308.57047,3095339503441.091,115912606571138.94,4340632860242296,162545681481661700,6086923132877875000,227939819057843960000,8535767575490599000000,319642826795029100000000,11969812417911880000000000,448239088474440800000000000,16785415963222559000000000000,628571216350919300000000000000,23538396360897833000000000000000,881453189121866100000000000000000,33008184274770720000000000000000000,1236072706484457600000000000000000000,46287784962580290000000000000000000000,1733360040636910000000000000000000000000,64909933212524660000000000000000000000000,2430712218395358200000000000000000000000000,91024001970725170000000000000000000000000000,3408617800191990400000000000000000000000000000,127644083497036760000000000000000000000000000000,4779946889581106400000000000000000000000000000000,178996876637423670000000000000000000000000000000000,6702978628442646000000000000000000000000000000000000,251009533447720300000000000000000000000000000000000000,9399669814594176000000000000000000000000000000000000000,351993772546472020000000000000000000000000000000000000000,13181273210164005000000000000000000000000000000000000000000,493605219728847600000000000000000000000000000000000000000000,18484262412199281000000000000000000000000000000000000000000000,692188703172004300000000000000000000000000000000000000000000000,25920709742939320000000000000000000000000000000000000000000000000,970664777536467600000000000000000000000000000000000000000000000000,36348931788280530000000000000000000000000000000000000000000000000000,1361175220040816400000000000000000000000000000000000000000000000000000,50972556509914700000000000000000000000000000000000000000000000000000000,1908792842319402000000000000000000000000000000000000000000000000000000000,71479446281668950000000000000000000000000000000000000000000000000000000000,2676723805463141600000000000000000000000000000000000000000000000000000000000,100236511381181790000000000000000000000000000000000000000000000000000000000000,3753602890729078000000000000000000000000000000000000000000000000000000000000000,140562899358195670000000000000000000000000000000000000000000000000000000000000000,5263723747864172000000000000000000000000000000000000000000000000000000000000000000,197113091863765360000000000000000000000000000000000000000000000000000000000000000000,7381384898829194000000000000000000000000000000000000000000000000000000000000000000000,276414126070940370000000000000000000000000000000000000000000000000000000000000000000000,10351007316212534000000000000000000000000000000000000000000000000000000000000000000000000,387618946915859000000000000000000000000000000000000000000000000000000000000000000000000000,14515345552198480000000000000000000000000000000000000000000000000000000000000000000000000000,543562842260814700000000000000000000000000000000000000000000000000000000000000000000000000000,20355048553556842000000000000000000000000000000000000000000000000000000000000000000000000000000,762244894986496800000000000000000000000000000000000000000000000000000000000000000000000000000000,28544136281681752000000000000000000000000000000000000000000000000000000000000000000000000000000000,1068905441579446800000000000000000000000000000000000000000000000000000000000000000000000000000000000,40027795262853760000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,48.050420664226905,20728.990531437208,776266.1903738565,29069125.219887093,1088564794.9723685,40763988092.59696,1526507870187.9307,57163844547091.61,2140640862103729.3,80161566053017140,3001847150463240000,112411555293025080000,4209527377650399000000,157636113983094620000000,5903072293488934000000000,221055071846631100000000000,8277951270056020000000000000,309988260649204360000000000000,11608273424840874000000000000000,434700370987138200000000000000000,16278425362723233000000000000000000,609585705409005000000000000000000000,22827437172757960000000000000000000000,854829572367649800000000000000000000000,32011197414062290000000000000000000000000,1198738079502650300000000000000000000000000,44889697959828590000000000000000000000000000,1681005231568756700000000000000000000000000000,62949378520886780000000000000000000000000000000,2357294422259389000000000000000000000000000000000,88274691883915120000000000000000000000000000000000,3305663116841965500000000000000000000000000000000000,123788691966428260000000000000000000000000000000000000,4635572264060158000000000000000000000000000000000000000,173590413421215740000000000000000000000000000000000000000,6500520305847946000000000000000000000000000000000000000000,243427983227425150000000000000000000000000000000000000000000,9115760005374197000000000000000000000000000000000000000000000,341362070924875840000000000000000000000000000000000000000000000,12783142974082339000000000000000000000000000000000000000000000000,478696253081357600000000000000000000000000000000000000000000000000,17925959459166660000000000000000000000000000000000000000000000000000,671281674889301500000000000000000000000000000000000000000000000000000,25137794608352532000000000000000000000000000000000000000000000000000000,941346593255243300000000000000000000000000000000000000000000000000000000,35251040214117150000000000000000000000000000000000000000000000000000000000,1320061967696915500000000000000000000000000000000000000000000000000000000000,49432969579774290000000000000000000000000000000000000000000000000000000000000,1851139220182382300000000000000000000000000000000000000000000000000000000000000,69320464492173560000000000000000000000000000000000000000000000000000000000000000,2595875418239613300000000000000000000000000000000000000000000000000000000000000000,97208944521447760000000000000000000000000000000000000000000000000000000000000000000,3640228197615938600000000000000000000000000000000000000000000000000000000000000000000,136317304914204530000000000000000000000000000000000000000000000000000000000000000000000,5104737013806500000000000000000000000000000000000000000000000000000000000000000000000000,191159442277168900000000000000000000000000000000000000000000000000000000000000000000000000,7158435835751246000000000000000000000000000000000000000000000000000000000000000000000000000,268065249637359300000000000000000000000000000000000000000000000000000000000000000000000000000,10038363088240000000000000000000000000000000000000000000000000000000000000000000000000000000000,375911214257200500000000000000000000000000000000000000000000000000000000000000000000000000000000,14076920685392168000000000000000000000000000000000000000000000000000000000000000000000000000000000,527144943984671900000000000000000000000000000000000000000000000000000000000000000000000000000000000,19740239941606333000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,121.44784086962217,67098.79879111837,2512756.4706534245,94096059.51194184,3523658163.853936,131952051996.87747,4941269372289.489,185037994097259,6929203141332513,259481067161729800,9716907246340856000,363873509026161000000,13626139183418860000000,510264321090090000000000,19108103467368387000000000,715549967004635400000000000,26795529768546403000000000000,1003424566676564500000000000000,37575702727547510000000000000000,1407114677434577000000000000000000,52692872567364010000000000000000000,1973214311475019000000000000000000000,73891866761148440000000000000000000000,2767062828246888600000000000000000000000,103619478449710330000000000000000000000000,3880286419442283000000000000000000000000000,145306875909587670000000000000000000000000000,5441373626650740400000000000000000000000000000,203765628842183350000000000000000000000000000000,7630505520534715000000000000000000000000000000000,285743060935982060000000000000000000000000000000000,10700352244466083000000000000000000000000000000000000,400701027631610900000000000000000000000000000000000000,15005236264821745000000000000000000000000000000000000000,561908005811560550000000000000000000000000000000000000000,21042028357483947000000000000000000000000000000000000000000,787970544676030200000000000000000000000000000000000000000000,29507496555397820000000000000000000000000000000000000000000000,1104980838242871500000000000000000000000000000000000000000000000,41378727286865240000000000000000000000000000000000000000000000000,1549528292819526000000000000000000000000000000000000000000000000000,58025900932200710000000000000000000000000000000000000000000000000000,2172922685307643400000000000000000000000000000000000000000000000000000,81370438381326260000000000000000000000000000000000000000000000000000000,3047116350314042700000000000000000000000000000000000000000000000000000000,114106771907006950000000000000000000000000000000000000000000000000000000000,4273008936365635000000000000000000000000000000000000000000000000000000000000,160013337202639160000000000000000000000000000000000000000000000000000000000000,5992093268239930000000000000000000000000000000000000000000000000000000000000000,224388681362330460000000000000000000000000000000000000000000000000000000000000000,8402786483714892000000000000000000000000000000000000000000000000000000000000000000,314663022493946400000000000000000000000000000000000000000000000000000000000000000000,11783331388571910000000000000000000000000000000000000000000000000000000000000000000000,441255847326564330000000000000000000000000000000000000000000000000000000000000000000000,16523911309896732000000000000000000000000000000000000000000000000000000000000000000000000,618778530939810800000000000000000000000000000000000000000000000000000000000000000000000000,23171685151971636000000000000000000000000000000000000000000000000000000000000000000000000000,867720785280978900000000000000000000000000000000000000000000000000000000000000000000000000000,32493940612021980000000000000000000000000000000000000000000000000000000000000000000000000000000,1216815586773931000000000000000000000000000000000000000000000000000000000000000000000000000000000,45566654715562165000000000000000000000000000000000000000000000000000000000000000000000000000000000,1706355543547964000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,283.84796000669303,166597.90832912512,6238940.069082406,233632114.311877,8748929093.958965,327625186231.4425,12268731508747.08,459432849638212.75,17204593902301712,644268366043946000,24126214768104514000,903465496235433300000,33832489295710658000000,1266940836937232200000000,47443718086174670000000000,1776646801662630300000000000,66530912525128750000000000000,2491413778632812000000000000000,93297121304586960000000000000000,3493740348702274700000000000000000,130831706846568750000000000000000000,4899315291917710000000000000000000000,183466920276199200000000000000000000000,6870370415057950000000000000000000000000,257277930915526300000000000000000000000000,9634405386804068000000000000000000000000000,360784023825809400000000000000000000000000000,13510445805635306000000000000000000000000000000,505931897791412100000000000000000000000000000000,18945865213126970000000000000000000000000000000000,709474556241444600000000000000000000000000000000000,26568021058508470000000000000000000000000000000000000,994904943039422000000000000000000000000000000000000000,37256664450260937000000000000000000000000000000000000000,1395167503861071800000000000000000000000000000000000000000,52245481246141890000000000000000000000000000000000000000000,1956460642243208600000000000000000000000000000000000000000000,73264484379299030000000000000000000000000000000000000000000000,2743568950720049600000000000000000000000000000000000000000000000,102739692377909370000000000000000000000000000000000000000000000000,3847340664478992600000000000000000000000000000000000000000000000000,144073141022335520000000000000000000000000000000000000000000000000000,5395173387083612500000000000000000000000000000000000000000000000000000,202035547154366150000000000000000000000000000000000000000000000000000000,7565718353312927000000000000000000000000000000000000000000000000000000000,283316945992277140000000000000000000000000000000000000000000000000000000000,10609500398762106000000000000000000000000000000000000000000000000000000000000,397298856646569940000000000000000000000000000000000000000000000000000000000000,14877833598186086000000000000000000000000000000000000000000000000000000000000000,557137099370571900000000000000000000000000000000000000000000000000000000000000000,20863370022696217000000000000000000000000000000000000000000000000000000000000000000,781280243580466200000000000000000000000000000000000000000000000000000000000000000000,29256961763372736000000000000000000000000000000000000000000000000000000000000000000000,1095598946289378500000000000000000000000000000000000000000000000000000000000000000000000,41027399250086024000000000000000000000000000000000000000000000000000000000000000000000000,1536371949723757700000000000000000000000000000000000000000000000000000000000000000000000000,57533229281969640000000000000000000000000000000000000000000000000000000000000000000000000000,2154473382703210000000000000000000000000000000000000000000000000000000000000000000000000000000,80679558834204670000000000000000000000000000000000000000000000000000000000000000000000000000000,3021244665141774000000000000000000000000000000000000000000000000000000000000000000000000000000000,113137942975187350000000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,0,664.4333413828098,392960.0378192682,14715711.6105721,551064904.0074577,20635981208.28766,772765118291.6602,28938091905901,1083658079734488,40580244110625280,1519627124899565600,56906178100700120000,2130991907798633200000,79800237209088540000000,2988316302528764300000000,111904859387275940000000000,4190552902279354000000000000,156925568049088060000000000000,5876464152053570000000000000000,220058664497286020000000000000000,8240638344304713000000000000000000,308590986302394930000000000000000000,11555949047674197000000000000000000000,432740955892969200000000000000000000000,16205050241616077000000000000000000000000,606837993393913000000000000000000000000000,22724542333132760000000000000000000000000000,850976421832353500000000000000000000000000000,31866906708136080000000000000000000000000000000,1193334758862136500000000000000000000000000000000,44687357318726695000000000000000000000000000000000,1673428088220956600000000000000000000000000000000000,62665633737870570000000000000000000000000000000000000,2346668900450670400000000000000000000000000000000000000,87876793066124220000000000000000000000000000000000000000,3290762816221662000000000000000000000000000000000000000000,123230713534119070000000000000000000000000000000000000000000,4614677388255367400000000000000000000000000000000000000000000,172807953366007920000000000000000000000000000000000000000000000,6471219163137145000000000000000000000000000000000000000000000000,242330729816677400000000000000000000000000000000000000000000000000,9074670650633173000000000000000000000000000000000000000000000000000,339823378899367770000000000000000000000000000000000000000000000000000,12725522863848893000000000000000000000000000000000000000000000000000000,476538526227725800000000000000000000000000000000000000000000000000000000,17845158066099984000000000000000000000000000000000000000000000000000000000,668255867841331200000000000000000000000000000000000000000000000000000000000,25024485815725162000000000000000000000000000000000000000000000000000000000000,937103466617340500000000000000000000000000000000000000000000000000000000000000,35092145893136800000000000000000000000000000000000000000000000000000000000000000,1314111778744894400000000000000000000000000000000000000000000000000000000000000000,49210150108672470000000000000000000000000000000000000000000000000000000000000000000,1842795196639218100000000000000000000000000000000000000000000000000000000000000000000,69008001992668260000000000000000000000000000000000000000000000000000000000000000000000,2584174490849443400000000000000000000000000000000000000000000000000000000000000000000000,96770774494714250000000000000000000000000000000000000000000000000000000000000000000000000,3623819842452577000000000000000000000000000000000000000000000000000000000000000000000000000,135702853667597000000000000000000000000000000000000000000000000000000000000000000000000000000,5081727374466596000000000000000000000000000000000000000000000000000000000000000000000000000000,190297789696199600000000000000000000000000000000000000000000000000000000000000000000000000000000,7126169133986769000000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,0,0,1432.5584618733294,927405.6034858227,34729310.04682922,1300518932.4641113,48701130647.296875,1823733718049.5,68294198006320,2557444343948800,95769798351159300,3586335826934497300,134299172443739130000,5029163076030688000000,188329390159392100000000,7052457568329424000000000,264096632559912250000000000,9889748453417373000000000000,370345973456947300000000000000,13868516545260410000000000000000,519340737992413600000000000000000,19447992238930428000000000000000000,728277938658023300000000000000000000,27272159995729857000000000000000000000,1021273158705503700000000000000000000000,38244087188762040000000000000000000000000,1432143978749941000000000000000000000000000,53630156361949640000000000000000000000000000,2008313210199604300000000000000000000000000000,75206231415901100000000000000000000000000000000,2816282447927376000000000000000000000000000000000,105462628257702300000000000000000000000000000000000,3949307700736914000000000000000000000000000000000000,147891547676428240000000000000000000000000000000000000,5538163022899761000000000000000000000000000000000000000,207390146021078950000000000000000000000000000000000000000,7766234487655440000000000000000000000000000000000000000000,290825766194173770000000000000000000000000000000000000000000,10890686653459664000000000000000000000000000000000000000000000,407828568064601530000000000000000000000000000000000000000000000,15272144560076886000000000000000000000000000000000000000000000000,571903043887050200000000000000000000000000000000000000000000000000,21416317160162220000000000000000000000000000000000000000000000000000,801986710163297100000000000000000000000000000000000000000000000000000,30032366371309850000000000000000000000000000000000000000000000000000000,1124635880425105900000000000000000000000000000000000000000000000000000000,42114758720495620000000000000000000000000000000000000000000000000000000000,1577090801507563300000000000000000000000000000000000000000000000000000000000,59058046912246820000000000000000000000000000000000000000000000000000000000000,2211573932064201000000000000000000000000000000000000000000000000000000000000000,82817829452366580000000000000000000000000000000000000000000000000000000000000000,3101317471578356000000000000000000000000000000000000000000000000000000000000000000,116136466303724350000000000000000000000000000000000000000000000000000000000000000000,4349015838914495500000000000000000000000000000000000000000000000000000000000000000000,162859602751958960000000000000000000000000000000000000000000000000000000000000000000000,6098678687532244000000000000000000000000000000000000000000000000000000000000000000000000,228380034737746120000000000000000000000000000000000000000000000000000000000000000000000000,8552252535141527000000000000000000000000000000000000000000000000000000000000000000000000000,320260146685231200000000000000000000000000000000000000000000000000000000000000000000000000000,11992929480633197000000000000000000000000000000000000000000000000000000000000000000000000000000,449104763791270300000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,0,0,0,3485.7445438753075,1980287.0668869019,74155813.7915039,2776937608.9921875,103989262375.5,3894133874736,145825427990016,5460792086282240,204492800839909380,7657736265990668000,286762783198148560000,10738538256213964000000,402130996800806650000000,15058784979982681000000000,563913269276575500000000000,21117120383263187000000000000,790782550469352500000000000000,29612799028429593000000000000000,1108924148566797400000000000000000,41526394248992330000000000000000000,1555058045789895600000000000000000000,58232976132380090000000000000000000000,2180677126388984000000000000000000000000,81660822506728220000000000000000000000000,3057990498565964600000000000000000000000000,114513981152775040000000000000000000000000000,4288257888813131600000000000000000000000000000,160584371763449760000000000000000000000000000000,6013477063165121000000000000000000000000000000000,225189450188705300000000000000000000000000000000000,8432773244080872000000000000000000000000000000000000,315785950530115230000000000000000000000000000000000000,11825382193014317000000000000000000000000000000000000000,442830543194087900000000000000000000000000000000000000000,16582879673124082000000000000000000000000000000000000000000,620986746408037800000000000000000000000000000000000000000000,23254377214280133000000000000000000000000000000000000000000000,870817393107421900000000000000000000000000000000000000000000000,32609900716194920000000000000000000000000000000000000000000000000,1221157998358369000000000000000000000000000000000000000000000000000,45729267004689820000000000000000000000000000000000000000000000000000,1712444960975753000000000000000000000000000000000000000000000000000000,64126716574751520000000000000000000000000000000000000000000000000000000,2401382743250506300000000000000000000000000000000000000000000000000000000,89925687594200850000000000000000000000000000000000000000000000000000000000,3367488715014310700000000000000000000000000000000000000000000000000000000000,126103903670921200000000000000000000000000000000000000000000000000000000000000,4722271065253089000000000000000000000000000000000000000000000000000000000000000,176837063414024160000000000000000000000000000000000000000000000000000000000000000,6622099106207464000000000000000000000000000000000000000000000000000000000000000000,247980800670660800000000000000000000000000000000000000000000000000000000000000000000,9286251459939263000000000000000000000000000000000000000000000000000000000000000000000,347746543087456530000000000000000000000000000000000000000000000000000000000000000000000,13022225248737068000000000000000000000000000000000000000000000000000000000000000000000000,487649277380962850000000000000000000000000000000000000000000000000000000000000000000000000,18261227490977720000000000000000000000000000000000000000000000000000000000000000000000000000,683836611551125000000000000000000000000000000000000000000000000000000000000000000000000000000,25607945115323166000000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,31071.174921174043,5980373.55770874,223950197.07421875,8386360845.46875,314047917900,11760297291392,440393279047680,16491610303365120,617568939565645800,23126389051363426000,866024561658462000000,32430421331898020000000,1214436951013447800000000,45477580836052714000000000,1703019954300052400000000000,63773773903766030000000000000,2388165939839617700000000000000,89430751757709050000000000000000,3348954631145369000000000000000000,125409849029615410000000000000000000,4696280486548477000000000000000000000,175863782018012850000000000000000000000,6585652193471285000000000000000000000000,246615956254664400000000000000000000000000,9235141500509427000000000000000000000000000,345832605123346700000000000000000000000000000,12950553128875950000000000000000000000000000000,484965338222356460000000000000000000000000000000,18160720781402876000000000000000000000000000000000,680072890304904100000000000000000000000000000000000,25467003273248910000000000000000000000000000000000000,953674622908246600000000000000000000000000000000000000,35712693618852000000000000000000000000000000000000000000,1337349718043797100000000000000000000000000000000000000000,50080351864823743000000000000000000000000000000000000000000,1875382045290791000000000000000000000000000000000000000000000,70228296743159730000000000000000000000000000000000000000000000,2629871429997120000000000000000000000000000000000000000000000000,98482008960128920000000000000000000000000000000000000000000000000,3687901231793594000000000000000000000000000000000000000000000000000,138102538815450680000000000000000000000000000000000000000000000000000,5171589490742829600000000000000000000000000000000000000000000000000000,193662897945546660000000000000000000000000000000000000000000000000000000,7252183894183110000000000000000000000000000000000000000000000000000000000,271575876037004100000000000000000000000000000000000000000000000000000000000,10169827142944888000000000000000000000000000000000000000000000000000000000000,380834209220066250000000000000000000000000000000000000000000000000000000000000,14261274368693823000000000000000000000000000000000000000000000000000000000000000,534048521014364100000000000000000000000000000000000000000000000000000000000000000,19998761389130886000000000000000000000000000000000000000000000000000000000000000000,748902845186810500000000000000000000000000000000000000000000000000000000000000000000,28044510342315740000000000000000000000000000000000000000000000000000000000000000000000,1050195719781874300000000000000000000000000000000000000000000000000000000000000000000000,39327163635041600000000000000000000000000000000000000000000000000000000000000000000000000,1472702443707794300000000000000000000000000000000000000000000000000000000000000000000000000,55148967864270625000000000000000000000000000000000000000000000000000000000000000000000000000,2065188847748798700000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,6464483.868054138,-198526797.03222656,-7434319300.09375,-278396387630,-10425238007360,-390398697576448,-14619440161947648,-547460920176017400,-20501021697163395000,-767711218437072100000,-28748836194598360000000,-1076570936243297500000000,-40314848514997030000000000,-1509688735293430700000000000,-56534010594269025000000000000,-2117055181302625500000000000000,-79278342090085770000000000000000,-2968772661124172400000000000000000,-111172999401149230000000000000000000,-4163146607524288400000000000000000000,-155899271787428440000000000000000000000,-5838031959223820000000000000000000000000,-218619476718373460000000000000000000000000,-8186744409222096000000000000000000000000000,-306572795802215340000000000000000000000000000,-11480372919999830000000000000000000000000000000,-429910821893988400000000000000000000000000000000,-16099068904467245000000000000000000000000000000000,-602869261263117200000000000000000000000000000000000,-22575923365244333000000000000000000000000000000000000,-845411019201034000000000000000000000000000000000000000,-31658496501760800000000000000000000000000000000000000000,-1185530327374225600000000000000000000000000000000000000000,-44395101091391560000000000000000000000000000000000000000000,-1662483836599753000000000000000000000000000000000000000000000,-62255799336059130000000000000000000000000000000000000000000000,-2331321639927318000000000000000000000000000000000000000000000000,-87302077258815320000000000000000000000000000000000000000000000000,-3269241171795207600000000000000000000000000000000000000000000000000,-122424782309082080000000000000000000000000000000000000000000000000000,-4584497310772406000000000000000000000000000000000000000000000000000000,-171677786104872700000000000000000000000000000000000000000000000000000000,-6428897268359351000000000000000000000000000000000000000000000000000000000,-240745882057927600000000000000000000000000000000000000000000000000000000000,-9015322126707672000000000000000000000000000000000000000000000000000000000000,-337600927471819250000000000000000000000000000000000000000000000000000000000000,-12642297702841190000000000000000000000000000000000000000000000000000000000000000,-473421955123459400000000000000000000000000000000000000000000000000000000000000000,-17728450398752490000000000000000000000000000000000000000000000000000000000000000000,-663885461991761400000000000000000000000000000000000000000000000000000000000000000000,-24860825208001176000000000000000000000000000000000000000000000000000000000000000000000,-930974792332208500000000000000000000000000000000000000000000000000000000000000000000000,-34862642570401686000000000000000000000000000000000000000000000000000000000000000000000000,-1305517462769426000000000000000000000000000000000000000000000000000000000000000000000000000,-48888314744265290000000000000000000000000000000000000000000000000000000000000000000000000000,-1830743280861385700000000000000000000000000000000000000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,436738135.8058684,-7289496003.875,-272973123066,-10222150510016,-382793586978816,-14334648063688704,-536796179279642600,-20101654212536960000,-752755920597598300000,-28188798270510300000000,-1055598935642504400000000,-39529500373476650000000000,-1480279440651010700000000000,-55432707117399760000000000000,-2075814162796367300000000000000,-77733970719715375000000000000000,-2910939872429480600000000000000000,-109007308266330520000000000000000000,-4082046975093409000000000000000000000,-152862296309554850000000000000000000000,-5724304941848222000000000000000000000000,-214360688488706080000000000000000000000000,-8027263599807725000000000000000000000000000,-300600644025085400000000000000000000000000000,-11256731013535241000000000000000000000000000000,-421536000037666000000000000000000000000000000000,-15785453099387350000000000000000000000000000000000,-591125145299018400000000000000000000000000000000000,-22136136004303663000000000000000000000000000000000000,-828942099686361300000000000000000000000000000000000000,-31041777293111413000000000000000000000000000000000000000,-1162435758415575500000000000000000000000000000000000000000,-43530268131569597000000000000000000000000000000000000000000,-1630098036110317400000000000000000000000000000000000000000000,-61043033336208670000000000000000000000000000000000000000000000,-2285906632850315300000000000000000000000000000000000000000000000,-85601400398536360000000000000000000000000000000000000000000000000,-3205555142719009400000000000000000000000000000000000000000000000000,-120039902270334500000000000000000000000000000000000000000000000000000,-4495189611470321400000000000000000000000000000000000000000000000000000,-168333439350006120000000000000000000000000000000000000000000000000000000,-6303659973305197000000000000000000000000000000000000000000000000000000000,-236056063093981400000000000000000000000000000000000000000000000000000000000,-8839700318759993000000000000000000000000000000000000000000000000000000000000,-331024336362363360000000000000000000000000000000000000000000000000000000000000,-12396021057734607000000000000000000000000000000000000000000000000000000000000000,-464199520696065740000000000000000000000000000000000000000000000000000000000000000,-17383093621996526000000000000000000000000000000000000000000000000000000000000000000,-650952728173286200000000000000000000000000000000000000000000000000000000000000000000,-24376527112643294000000000000000000000000000000000000000000000000000000000000000000000,-912839058680378800000000000000000000000000000000000000000000000000000000000000000000000,-34183505407598144000000000000000000000000000000000000000000000000000000000000000000000000,-1280085499352913300000000000000000000000000000000000000000000000000000000000000000000000000,-47935952318131280000000000000000000000000000000000000000000000000000000000000000000000000000,-1795079726347934000000000000000000000000000000000000000000000000000000000000000000000000000000,
