59.99216522038838,30.08356233798163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30.08356233798163,14.771110360874541,4.703711726524595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4.703711726524595,0.17001840248813413,3.250237367524355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,3.250237367524355,-0.8383772676892666,3.335228482610572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3.335228482610572,0.3014333889251673,3.5864854679347564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,3.5864854679347564,-0.7222128135981104,3.335302384617077,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,3.335302384617077,0.4704305448073767,3.1936418121558385,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3.1936418121558385,0.3838162179457909,3.2357405976018407,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,3.2357405976018407,-0.2118999201728071,3.3169239486051163,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,3.3169239486051163,0.26414752323567103,2.946308638081239,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,2.946308638081239,0.7411787501502102,3.536318524234308,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,3.536318524234308,-0.12237255116146717,3.02550753911739,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,3.02550753911739,3.4997798402101954,15.412083577970078,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,15.412083577970078,69.3386238154253,13.190582426853721,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,13.190582426853721,2.760073554546369,3.3759494617361185,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3759494617361185,-0.34139222737871877,3.1688961078204017,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1688961078204017,-0.526643808415928,2.764235503809664,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.764235503809664,-0.23486254232288356,2.913221411388,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913221411388,-0.7314330736906265,2.871259712108466,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.871259712108466,-0.6396465900227875,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7024633103646694,
